label|text
ISFJ|The man couldn't be farther from the toxic characters he's played. He's instantly likeable, very accessible, down to earth, and ... just a regular good guy.
ISFJ|I always distrust the word art when it is applied to acting. I've always liked to be a meat and potatoes kind of actor who doesn't believe in any of the highfalutin stuff about acting.
ISFJ|I always had a practical, realistic sense of what it's all about.
ISFJ|It is somewhat surprising to find that this specialist in restraint is open, friendly, practically warm. ... He exudes kindness and gentleness.
ISFJ|He's the most lovely man ever. So sweet and kind.
ISFJ|He has to be the nicest guy in showbiz.
ISFJ|I'm a woman's woman. I never understood women who don't have woman friends.
ISFJ|The thing that I love about acting is the fact that I can help people feel things, know themselves or feel less alone.
ISFJ|We feel like we're married because we're deep in the trenches, with kids, and we're committed.
ISFJ|Her brand of classical ... beauty may hint at ice-queen but, underneath that flawless exterior, there beats the heart of a no-fuss ... woman's woman.
ISFJ|My part in 'Things We Lost in the Fire' validated that I was meant to be a mother because every day I dealt with the character and it let me know that I must be a mother.
ISFJ|It's an amazing feeling. ... You realize that the child is part of you and it's in your care. It's life-changing.
ISFJ|I'm not obsessive about looking sexy but I like the idea of feeling strong and healthy.
ISFJ|She's so sweet. I connected with her immediately. ... It was the best connection I've ever had with an actress. She made me feel like I could trust her.
ISFJ|You have to build for your family. ... They're going to have a foundation. I'm going to set the foundation.
ISFJ|You can't criticize something that somebody has worked real hard on for. That can shatter their shit.
ISFJ|Hip hop isn't about who has the fliest car, who has the most jewelry. ... It's about saving and preparing yourself for when you aren't happening no more.
ISFJ|Take care of your taxes, take care of all that shit. You've got to make sure you're prepared when the shit gets thick.
ISFJ|He's so open and friendly. ... He actually comes across as modest, relaxed and entirely likeable. He's not as intimidating as his build might suggest.
ISFJ|You seem like a gentle soul. ... You don't seem anything like your persona. ... Are you a nice guy?
ISFJ|I've always had to be two people. I've had to be my grandmother's baby in the house and be more like what people perceive 50 Cent as outside. I'm not even allowed to curse around her.
ISFJ|I never understand how artists get rich and then not ... count their money. ... I'll sit there and count the money. I never have issues with that part. That's security.
ISFJ|You've got to have ... work ethic. 50 Cent told me ... 'When talent is not working, hard work will.' And ... it's true.
ISFJ|You can't choose to be a popular rapper. ... People choose you and then you have a responsibility.
ISFJ|We rappers practiced so hard because we wanted to live up to the tradition.
ISFJ|Sometimes honesty can be used improperly. You can use it to hurt somebody. ... You have to have more tact and class than to blurt out honest statements. People can't handle the truth sometimes.
ISFJ|My ... meaning of 'keepin' it gangsta' is ... taking care of your family, handling your business and putting positive energy out there where everybody can benefit from it, not just yourself.
ISFJ|My role as an artist is to create music that people can genuinely relate to. ... That's where I feel my responsibility is.
ISFJ|When the OGs like RZA or Dr. Dre show respect ... it lets me know that what I'm doing is appropriate. It's what the game needs.
ISFJ|Lamar is quiet and gentle by nature.
ISFJ|He has a modest demeanor that suggests nothing of his status as rap's leading visionary.
ISFJ|Up close, he has a certain aura but it's something calmer and weightier than star quality.
ISFJ|You need to be accountable and you need to be responsible. You need to honor your commitments.
ISFJ|I'm a bit traditional and I believe in doing something with care and putting time into it.
ISFJ|I grew up seeing my parents produce very high quality work, so that's something that I innately strive for.
ISFJ|I think that people confide in me because they know I'm very loving. ... I'm a bit of a mother hen.
ISFJ|I really believe in the family dinner. I think that's a nice time to bring the family together.
ISFJ|She's one of the most loyal people I know.
ISFJ|I identify with people who work really hard. ... I love strong people and I love being inspired by people who fight for what they believe in ... work hard ... and have integrity.
ISFJ|I love my community. ... I ran into someone on the street the other day that I went to high school with. ... I love talking to my neighbors in the elevator. I like feeling a part of something big.
ISFJ|Your outside appearance doesn't mean anything if you don't have depth and kindness and sincerity. I think about that all the time.
ISFJ|I was a good kid. ... I was very uptight and kind of nervous about my grades. ... I wasn't ... funny or flashy.
ISFJ|People always tell me, 'Don't work so much,' but I can't help it. I feel like all the things I've done are important to get to this adult stage and now I'm getting all these adult offers, so it's working.
ISFJ|You need your family. ... It's one of the most important things to keep you grounded.
ISFJ|I was really afraid of working with Lars von Trier because I had heard stories about him almost torturing his female actors but I found him so nurturing and kind.
ISFJ|I like coming together in a group, and feeling that people believe in the project, and everyone wants to bring their little bits. ... It's a wonderful feeling when you feel that belief ... together.
ISFJ|Colleagues tend to point out Alicia's self-discipline, her drive, her seriousness of purpose.
ISFJ|Though a reserve prevails in her demeanor, there seems always to be the threat of giddiness, muted by a natural air of gravity.
ISFJ|She deftly deflects effusive compliments in conversation ... and retrains the focus onto the collective achievements of her film's cast and crew.
ISFJ|I feel more than anything else it's my duty to worry about everybody and their lives in this country, to try to find a way of improving things if I possibly can.
ISFJ|One has to get to know the people ... before you can influence and encourage.
ISFJ|None of the wonderful landscape we have in this country happens by magic. Somebody has to look after it and manage it and maintain it and sort out the hedges and the walls and these other things that everybody loves.
ISFJ|The farmers and their wives play such a vital part in their communities in so many different and unseen ways.
ISFJ|I really hope I can make a difference, even in the smallest way. I am looking forward to helping as much as I can.
ISFJ|When I first met William I went bright red ... and sort of scuttled off, feeling very shy.
ISFJ|As a child she demonstrated the calm competence and strength of character which would serve her so well in the future.
ISFJ|Childhood friends describe Kate as a kind-hearted and sensible soul who rarely caused upset among her peers.
ISFJ|Some of William's friends thought she was a bit too sensible and serious.
ISFJ|I crave details. ... I want to have as much information as possible.
ISFJ|I've never been a person who sought to be at the center. It was always my friends who were at the center, and I enjoyed observing them.
ISFJ|My way to cover up insecurity is trying to control everything that can be controlled.
ISFJ|What is most important to me is whether my family is happy. To experience all the siblings together. You just sit quietly and observe. The love that flows between them. That is what wealth is.
ISFJ|If I ran things I would just make sure that everyone was kind of in check and everyone was nice.
ISFJ|I hardly drink; I go to church on Sundays. I'm so far removed from my image.
ISFJ|It's very comforting to have someone that knows everything about you, that respects you, and understands you. ... I feel like I'm at a really happy, good space.
ISFJ|When I was little I always pictured myself having lots of kids ... making breakfast for everyone, packing lunches, driving all the kids to school. I just always wanted to be like that.
ISFJ|As a man, your whole life is to provide for that girl in that white dress, that missing picture in your wedding photo.
ISFJ|I stand for a way based on compassion, respect for all life, and common sense.
ISFJ|Being famous gave me a voice to speak on issues and I feel a great obligation to use that voice responsibly.
ISFJ|My best and my worst quality is ... perfectionism. ... I can never rest until things are right. ... Sometimes ... it's perfectionism in the wrong areas ... but I can't let it go.
ISFJ|My Ph.D. I really earned. I have a number of honorary degrees, which is nice ... but this one, the one that I really worked for, is the one that I really treasure.
ISFJ|To become the World's No. 1 golf player it takes discipline ... preparation ... dedication.
ISFJ|My practice and preparation - all my hard work is instinctive.
ISFJ|I often bemoan the fact that I don't have a thicker skin. ... In my work I feel like being sensitive gives me an advantage, but in real life it's a bit tough.
ISFJ|I cry at all weddings.
ISFJ|I've always felt a calling to be a positive role model.
ISFJ|When you're a star there is a lot of pressure to lose weight. But I want to be healthy for my daughter.
ISFJ|When you meet the love of your life ... the hard work has just begun. You've got to keep working on it all the time. 'Love and marriage' is like a little garden that needs to be tended every day.
ISFJ|When making movies, I like to be directed and not just told 'do whatever you want to do.'
ISFJ|I take things seriously that I'm not sure are meant to be taken seriously. ... I read all kinds of stuff into the emotion of it.
ISFJ|He's so sweet. He is this big muscle man of the action world, but in real life he's a sweetheart.
ISFJ|Manowar is about thanking the people who have given you the gift of doing what you love every day.
ISFJ|A lot of guitarists don't understand that the guitar solo is not just an ego trip for the guitar player. It's an alternate voice.
ISFJ|Nowadays, guitarists learn a couple of two-finger ... chords ... and just make a lot of noise. ... People are not putting enough time into learning their instruments.
ISFJ|He is capable of superhuman stringwork and characterized by seriousness of purpose.
ISFJ|One of the greatest things about being a famous actor is the ability to give back. It feels wonderful.
ISFJ|Over 900 people worked on Star Wars so when people come up to me and say, 'I loved the movie!' it's hard to say, 'Thank you!' and feel justified - I want to ... show them the other 948 people.
ISFJ|He is not a grandstander. He has a quiet, sincere, workmanlike presence.
ESFJ|I like to live and do things for people and think of the other fellow's troubles instead of my own.
ESFJ|The rule around here is that employees may not speak to the President. I break it every day and make 'em speak to me.
ESFJ|To tell the truth about my childhood I was kind of a sissy.
ESFJ|I like people and like to help 'em and keep 'em out of trouble when I can.
ESFJ|I wonder why nearly everyone makes a father confessor out of me.
ESFJ|During my presidency there has been a restoration of faith and confidence and trust ... because I have been open, candid and forthright.
ESFJ|When a person knows that he disappointed you, rubbing it in makes it ... impossible to get his cooperation.
ESFJ|It's ... the ordinary, the straight, the square, that accounts for the great stability and success of our nation.
ESFJ|Ford liked to keep everything in its place and did not overcomplicate issues.
ESFJ|Gerald Ford very much resembles Harry Truman.
ESFJ|Leadership is all about human connections. It's all about conveying to the followers that you believe in them ... and that we are all in this together.
ESFJ|Loyalty is a trait that I value, and yes - I am loyal.
ESFJ|I will take care of you, you will take care of me, we will sacrifice for one another. That's what keeps a military unit bonded together.
ESFJ|The closer soldiers are to danger, the more closely they work together, and the more they become a family.
ESFJ|I am always being amazed at the resilience that comes out of the heartland of the country, out of the people of the United States.
ESFJ|Get to know each other, listen to each other and improve our knowledge of the world.
ESFJ|I'm so grateful to my father for making me work at age 13. ... Work anoints a person with dignity.
ESFJ|We should start from ... where we are. That means being able to do the little things of every day with a big heart open to ... others. That means being able to appreciate the small things.
ESFJ|I want to have dialogue with all ... simple piety, a certain naivete. ... To be available straight away ... and to be gentle and loving.
ESFJ|He has a smile that opens hearts.
ESFJ|One should be gentle in tone and manner and polite and courteous to all.
ESFJ|When speaking ... make yourself perfectly at home before your audience, and simply talk to them, not at them.
ESFJ|I determined that the proper policy was 'to put all good eggs in one basket' and then watch that basket.
ESFJ|He was always patient, considerate, cheerful, grateful for any little pleasure or service, never thinking of himself.
ESFJ|Carnegie's sunny personality radiated warmth and light and he loved to find his own joy of living reflected by those about him.
ESFJ|I'm a friendly fellow by nature.
ESFJ|One person seeking glory doesn't accomplish much; at Wal-Mart, everything we've done has been the result of people pulling together to meet one common goal - teamwork.
ESFJ|He took a genuine interest in all of us.
ESFJ|He was the most down-to-earth, natural guy to talk to.
ESFJ|He really cared. He really listened.
ESFJ|The best thing a writer can do is put a familiar idea in words. ... This produces the warm bond between reader and writer that they're both after because it feels so good.
ESFJ|Pride in family, pride in teammates, pride in hometown and pride in country bring out the best in groups of people.
ESFJ|All men are not created equal but should be treated as though they were.
ESFJ|Don't rule out working with your hands. It does not preclude using your head.
ESFJ|We need people who can actually do things. We have too many bosses and too few workers.
ESFJ|I'm what you'd call a regular guy with a big job.
ESFJ|I was the most straightforward salesman there was. I wanted to get my cards on the table as quickly as I could and encourage the guy across the table to put his cards on the table as well.
ESFJ|He was ... a compassionate and caring team player.
ESFJ|Boehner has perfected the art of disagreeing without being disagreeable.
ESFJ|I'm just one of many moms who will say an extra prayer each night for our sons and daughters going into harm's way.
ESFJ|We need leaders who will stand up for the little guy and listen once again.
ESFJ|Each of us knows that we have an obligation to care for the old, the young and the sick. We stand strongest when we stand with the weakest among us.
ESFJ|I'm very comfortable that I've got a record that is exactly in line with the people of my state.
ESFJ|I'm the steady guy. I'm the guy that's going to be there every day saying the same thing, going out there and fighting for the same convictions ... that I practice in my life.
ESFJ|Newt Gingrich is a brilliant guy who has tons of ideas. The issue is discipline.
ESFJ|Hitler could be very friendly and affectionate towards me one day, and then the next time I met him he could criticize me. ... I was his most loyal follower and his accusations hurt me.
ESFJ|Sometimes tears came to my eyes when I was with Hitler and he told me of all the good things he would do for the people - vacations, highways, new public facilities ... and the like.
ESFJ|Ribbentrop loved costume parties and ten-step dancing. ... He would dance with anybody.
ESFJ|At the Nuremberg Trials the psychological test profiles on Ribbentrop came out quite ordinary.
ESFJ|Share ... how you feel. ... That way the viewers are all in your boat: We're going through this together.
ESFJ|Occasionally someone on my staff will call me 'boss'. That makes me cringe. I just happen to be the host. We all work together.
ESFJ|He is actually very traditional.
ESFJ|The song 'What a Wonderful World' helped cheer an entire nation wallowing in hard times together. ... Dependable as could be, Bing Crosby was the friend who could always be counted on.
ESFJ|Regis ... obviously knows there's nothing wrong with showing a sentimental side if it's a sentimental moment, or fear or sadness or whatever the story or guest might involve.
ESFJ|Compassion and understanding ... These feelings are important to me in interviewing.
ESFJ|I would like a world of more compassion and a world of more humanity, and to believe in the basic goodness of man.
ESFJ|Show me someone who never gossips, and I will show you someone who is not interested in people.
ESFJ|My book is a feel-good book about American democracy.
ESFJ|Watching President Reagan, I saw that the presidency is not an exercise in intellect or ideology. It is a test of ... purpose.
ESFJ|I want to be a mother, and I anticipate loving my children quite fiercely.
ESFJ|I love the idea of being completely devoted to service with zero vanity.
ESFJ|The thing that I'm most worried about in life is just being alone without anybody to care for.
ESFJ|There's something very addictive about people pleasing. It's a thought pattern and a habit that feels really, really good.
ESFJ|I love fashion. ... I love the thought that people put into clothes and I love when clothes make cultural statements.
ESFJ|In person she is sweet and down-to-earth ... humble and gentle.
ESFJ|Dancing was my first contact with something where I could communicate feelings through something that was not words. I found I could communicate much more fully that way.
ESFJ|In that moment, so many things from all the years went through my mind - so many faces of those who have been so supportive.
ESFJ|Penelope is very maternal. When we're walking down the street and she sees a baby, even if she doesn't know the parents ... she runs up to play with it.
ESFJ|She is very natural and unguarded, without a trace of Hollywood nonsense to her.
ESFJ|I always understood very well how to be nice and how to take care of people.
ESFJ|I am patient and I like to take care of everyone.
ESFJ|I love the feeling of being on a team, working together, sharing things. ... I just love the community of it, the way you all come together and pitch in.
ESFJ|I'm a peace-maker; I can fit into a lot of situations. I'm pretty easygoing. I have a lot of patience.
ESFJ|She is warm and likeable.
ESFJ|What I crave is the experience of working with an ensemble, creating that feeling of camaraderie.
ESFJ|I love meeting ... filmmakers ... and new actors and encouraging them. I just love that kind of community of ... people creating something together.
ESFJ|I really think you get back what you put out into the world. I am a strong believer of that.
ESFJ|In person, Chastain is sweet and earnest.
ESFJ|She is sunny, chatty ... and brimming with enthusiasm.
ESFJ|Her roles had us suspecting she's delightfully authentic in real life. We were right.
ESFJ|When you have a group of people coming together ... it's a feeling that's indescribable.
ESFJ|I feel I have a responsibility to everybody. My music has a major impact on people's minds, on the way they think and the way they feel.
ESFJ|Whitney's very motherly, very nurturing, very sweet.
ESFJ|Whitney is the biggest influence on me. She is the greatest of all time. Of all time.
ESFJ|I try to be nice and cordial.
ESFJ|Some of my friends shock me with their stories of sex escapades and I think it's funny. I say: 'Be you, do what you want.' And they laugh at me because they know I'm a prude.
ESFJ|Mariah is really nice and very down to earth.
ESFJ|To have true values is to be solid. ... Whatever you achieve in life you can sustain with the right attitude.
ESFJ|Be considerate, generous and ... treat others how you would like to be treated.
ESFJ|I'm not a wildcat, I like my stability.
ESFJ|We can talk about poverty, difficulties, divorce, wars, killing each other, a lot of things. But at the end of the day, love will always win.
ESFJ|Empowering women - that's the message I'd like to send. I think all women should be powerful.
ESFJ|I try to talk to people that have been through big disappointments, big emotional crises, deep life struggles, and I will learn something from that.
ESFJ|Being creative is not just a self-indulgence. ... You have got to create something that other people are going to like and relate to.
ESFJ|Life is all about connecting with other human beings.
ESFJ|The main thing is how to be of service to others.
ESFJ|Speak the truth but do it kindly. You can't just tell someone, 'Hey, you've put on weight.'
ESFJ|How did he get to be so grounded?
ESFJ|He's easily the nicest guy in Hollywood. And it's not an act.
ESFJ|My best skill in this whole deal is as a conduit to try to bring people together, because it's in our unity that we'll have the greatest strength.
ESFJ|He has a reputation as a people person.
ESFJ|Ask the guy for his autograph and you're likely to get a few minutes of pleasant conversation while he breaks just about every rule in the celebrity-conduct book by being relaxed, openly offbeat and friendly.
ESFJ|I try be gracious and appreciative even when I'm having the worst day.
ESFJ|As the most average, ordinary person, it's so cool for me to be able to do the extraordinary things I get to do.
ESFJ|My songs are not big-picture snapshots. ... I've honestly never sat down and decided what kind of story I want to share. ... I feel like that might be over-thinking it.
ESFJ|I desire a steadfast ... and committed life.
ESFJ|You want to lay some roots somewhere and feel like: 'This is my place, this represents me.'
ESFJ|Others think I'm a nice guy.
ESFJ|People should be more sensitive.
ESFJ|I do the sensible thing, knuckle down, do some good work and keep a low profile.
ESFJ|He is the sweetest guy, funny, and so unaffected by fame.
ESFJ|My guiding principles in life are to be honest, genuine, thoughtful and caring.
ESFJ|William is quite a practical person ... and always conscientious.
ESFJ|He is genial and approachable.
ESFJ|At age 21 he is already developing ... skills as a peacemaker and mediator among his peers.
ESFJ|William is quite old-fashioned in his outlook.
ESFJ|I'm very much a sentimentalist.
ESFJ|I love sharing things.
ESFJ|Madonna has been so horrible to Lady Gaga.
ESFJ|Diana made you completely feel at ease. There wasn't any stiffness or an awkwardness.
ESFJ|He is ... friendly ... engaged and engaging.
ESFJ|He's so likeable, it's weirdly easy to forget who you're talking to.
ESFJ|He likes to keep in touch. He has become a sort of ... confidant and mother hen to troubled younger artists.
ESFJ|Elton John ... is an extraordinary person and a distinguished musician. Millions of ... people sincerely love him.
ESFJ|Even though I'm famous I don't need to watch myself on TV, like some others.
ESFJ|The pop-star thing bores me because it's somebody programming someone else. 'Stand over here, sing that ... drive this, stay here, live there' - you're not even a human being. You're a puppet.
ESFJ|The public always picks quality.
ESFJ|The main thing that you have to remember ... is just be nice to everyone. ... Always appreciate things, because they could be gone tomorrow.
ESFJ|I've always thought it was a lot easier to be nice than mean.
ESFJ|To me everyone's lovely until proven guilty.
ESFJ|I'm not a rock star ... I'm ... more of a relationship kind of guy. I'm a guy you could take home to meet your mom rather than a guy your mom wouldn't like.
ESFJ|It would take an almost superhuman effort to dislike him in person.
ESFJ|For all his famous friends, he's a man of the people.
ESFJ|I love decorating for Christmas. ... I made my own sort of garland thing that I hang upstairs every year. I made that with my friends.
ESFJ|I definitely want to start traditions.
ESFJ|As a person I have a lot of ... mothering aspects.
ESFJ|She exudes ... warmth of spirit.
ESFJ|I try to be really nice to people.
ESFJ|One thing that never goes out of style is niceness.
ESFJ|Everyman Jason Segel is one of the most down-to-earth guys in Hollywood.
ESFJ|I'm the nicest guy in the world.
ESFJ|Getting feedback from fans was such an incredible thing. But being able to incorporate that feedback into the work was the coolest thing in the world.
ESFJ|When you were a bouncer did you ever beat the crap out of somebody?
ESFJ|We are all accountable to do our duty.
ESFJ|We really do believe in our fans. ... I mean, it's a family. ... We mean that - it's a family. It's one group.
ESFJ|In my spare time I'm a bow hunter and ... instructor for bow hunting. ... I teach kids how to hunt and how to be safe to be in the woods.
ESFJ|Manowar has one of the most likeable, charismatic frontmen in the genre.
ESFJ|In person he comes across like he cares.
ESFJ|I've always been a big people person.
ESFJ|There's too much darkness in the world. ... Everywhere you go, there's a feeling of inadequacy, or a feeling that you're not good enough. I want to bring a certain light to the world.
ESFJ|Being conscious about others is a very big part of what keeps me grounded.
ESFJ|Ultimately the goal of music is that people can feel what you feel.
ESFJ|Smiles come naturally to me, but I started thinking of them as an art form at my command. ... I can ... pull out a smile at will.
ESFJ|What I do is I try to make a negative into a positive a lot. ... I'm always trying to figure out a way to keep things positive and there always is a way.
ESFJ|Some may think fashion is frivolous, but the way I see it, when you dress well, you add beauty to the world.
ESFJ|I love The Oscars. The Oscars are the one day a year that everybody's in the spirit and everybody celebrates. The whole town. It's our big night. ... There's something about everyone gathering together. It's actually a very small world.
ESFJ|I love women. I want to empower women. I want women to feel good. I want them to feel beautiful.
ESFJ|I love fashion, and that's how I express myself.
ESFJ|I've been in the public eye now for about 15 or 16 years and I'm very aware that fame is not a given. I have to maintain it.
ESFJ|I like being good to people.
ESFJ|I love the idea of family. I love structure.
ESFJ|I want someone ... who treats me like a princess. I want the picture-perfect fairy tale stuff.
ESFJ|I give of myself so much. I let people pull me in every direction because I want everybody to be happy.
ESFJ|If I weren't famous I'd really want to go to culinary school. I'd love to learn how to bake and cook. To have my own little bakery ... is probably what my huge dream would be. It's still one of my dreams actually.
ESFJ|I'm somebody who's ... very sensitive and likes to please people. ... A lot of the time I like to say, 'Okay, if you say so!'
ESFJ|I see myself as a fairly positive, very friendly person.
ESFJ|I'm trying to channel super-confident women like Alicia Keys, Mariah Carey and Beyonce.
ESFJ|One of the most terrible feelings in the world is knowing that someone else doesn't like you.
ESFJ|I tend to keep my style very classic. I like very girly ... feminine floral things. I'm not very edgy.
ESFJ|I'm loyal, reliable and hardworking.
ESFJ|My parents always said: 'You know you love someone when you go through a fight.' I know I love my husband, because we always get through the hard times.
ESFJ|There's a lot of pressure on women to fulfill certain fantasies. ... To flirt. ... A lot of women do it. But I'm not doing that. ... When men say inappropriate things, I let them, because boys will be boys, but I'm not looking to participate in their conversations.
ESFJ|Jessica Alba is probably one of Hollywood's most down-to-earth residents.
ESFJ|I like friends who are honest and loyal.
ESFJ|Lady Gaga is great, but her outfits are crazy! I think she is amazing ... but I would feel so uncomfortable wearing what she wears.
ESFJ|Even if I don't know who you are ... I would probably try to help you out. That's my nature.
ESFJ|When asking others to do something ... do it with warmth. ... Remind people what's good about them.
ESFJ|People love it when you pay attention to details.
ESFJ|A conversation is a gift. Spend a moment to really listen to people ... to let them know they're being heard. ... Sometimes it's nice to just have a listen. Sometimes it's nice just to be heard.
ESFJ|I'm always inspired by people. ... There's something wonderful in everyone.
ESFJ|When meeting him in person he puts you at ease within nanoseconds.
ESFJ|There are two kinds of reporters. There are those who can spin a good story out of ... bits of information. And there's the other kind ... like me. My reports have to have lots of hard facts.
ESFJ|I knew for sure ... that I wanted to be like my father. ... He was patient, always respectful, gentle.
ESFJ|We ... look for 'opposing views' to flesh out our reports ... but it has the unintended effect of exacerbating a public discourse of disputatiousness.
ESFJ|I have an inherent need to be all things to all people, to make certain everybody's taken care of.
ESFJ|I want to own a grocery store one day - a place where you can have a running tab. ... I want a babysitter to be able to call down and say, 'I'm watching the Klein children, and I have no money. Can I borrow 20 bucks for baby food?'
ESFJ|I am a very big fan of Sarah Jessica Parker!
ESFJ|Kindness and warmth and acceptance and love. If each and every one of us will have more of that, we will have a better society.
ESFJ|I think women are amazing for being able to show what they feel. ... I think it's a mistake when women cover their emotions to look tough. ... Let's own who we are and use it as a strength.
ESFJ|When I meet people, I assume the best. ... I ... see the goodness in people and I feel that we all have the same aspirations and we all have the same needs and dreams.
ESFJ|In person she's exceedingly open and warm. ... Not many starlets offer to give you a lift back to your hotel ... and she stresses how grateful she is for the twists and turns of fate that have brought her here.
ISTJ|Whatever enthusiasm an army feels is the result of the example set by the head of the army.
ISTJ|The word of an English officer is a sure guarantee.
ISTJ|They are really children. ... I cannot say that they do anything as it ought to be done.
ISTJ|I trust that the issue will not be made the subject of that vague and general sort of discussion which sometimes takes place ... but that every fact will be fully and fairly sifted.
ISTJ|Happiness and moral duty are inseparably connected.
ISTJ|Labor to keep alive in your breast that little spark of celestial fire called conscience.
ISTJ|You will not do it. You will give one more distinguished proof of patriotism and patient virtue, rising superior to suffering.
ISTJ|Washington was resolute and brave in action, moderate and restrained in his judgment, yet ... ferocious in his rare anger.
ISTJ|Washington had won a war for independence and then gone home. He embodied the legend of the Roman who returned to his plow after saving his country.
ISTJ|This is a long tough road we have to travel. ... Fake reputations, habits of glib, clever speech, and glittering surface performance are going to be discovered.
ISTJ|Children should contribute to a family's essential survival and happiness. In an urban society, children are ... robbed of the opportunity to do genuinely responsible work.
ISTJ|Eisenhower could get diverse factions to work toward a common goal. ... Leadership, he explained, meant patience.
ISTJ|Eisenhower is the only modern president much like Washington.
ISTJ|Festina lente.
ISTJ|We must plan for our lasting preservation rather than for our temporary pleasure.
ISTJ|He had unlimited capacity to work; a meticulous attention to detail and careful preparation.
ISTJ|He conducted his government with hard-headed realism and practical common sense ... free from romantic illusions or mysticism.
ISTJ|Augustus was amazed that Alexander showed no respect for the ... routine of daily management.
ISTJ|Augustus had tact ... patience, and moderation ... qualities that were absent in Julius Caesar.
ISTJ|There is no formula to figure value out. You have to know the business and the company has to be run by honest and able people.
ISTJ|When investing on the stock exchange what you need is the temperament to control the urges that get other people into trouble.
ISTJ|I've reluctantly discarded the notion of my continuing to manage my stock portfolio after my death - abandoning my hope to give new meaning to the term 'thinking outside the box.'
ISTJ|Warren's framework has been consistent for 40 years he has always looked at the world in terms of integrity.
ISTJ|A company shouldn't get addicted to being shiny, because shiny doesn't last.
ISTJ|We are an appropriate company only for long-term-oriented investors.
ISTJ|As Warren Buffett says if you take a long-term approach ... you get the shareholders you deserve.
ISTJ|I'd rather interview 50 people and not hire anyone than hire the wrong person.
ISTJ|He wants to base all decisions on data, not ... instinct.
ISTJ|He often plunges into minute details himself.
ISTJ|Be thankful to those who are the pillars of our society! Those simple, quiet, taken-for-granted people who ... do their duty and shoulder their responsibility without being noticed.
ISTJ|The aim of IKEA is to reach a good result in the long term.
ISTJ|If I start to acquire luxurious things then this will only incite others to follow suit. It's important that leaders set an example.
ISTJ|IKEA's morals extend to the customer. Whether you like it or not, they teach you the value of good, honest, simple, hard work. Self-assembly ... is more than a cost-cutting measure: To them it's a tool ... to make you sweat for your own edification.
ISTJ|I don't enjoy being contrarian. ... I think it's much more important to be right than to be contrarian.
ISTJ|Life is like a never-ending tournament. ... You have to win the tournament. You have to be realistic about how to win the tournament.
ISTJ|I prefer things that work.
ISTJ|If you think of the world as consisting of lottery tickets, you have set yourself up to lose. ... It's really a kind of laziness where people don't want to think as hard about things as they should.
ISTJ|During times where men live without a great power to keep them all in awe, they are in a war of every man, against every man.
ISTJ|By how much one man has more experience of things past, than another, by so much also he is more prudent, and his expectations the seldomer fail him.
ISTJ|He that has most experience is so much more prudent than he that is new, as not to be equalled by any advantage of natural and extemporary wit: though many young men think the contrary.
ISTJ|My love is something valuable to me which I ought not to throw away without reflection. ... If I love someone, they must deserve it.
ISTJ|I came to Freud for facts. I read 'The Interpretation of Dreams' and I thought: 'Oh, here is a man who is not just theorizing away, here is a man who has got facts.'
ISTJ|Freud's sense of reality is less clouded by wishful thinking than is the case with other people and he combines the qualities of critical judgment, earnestness and responsibility.
ISTJ|Only where leader and led together bind each other in one destiny ... does true order grow.
ISTJ|Spiritual superiority consists in deep dedication ... in the form of the most rigorous training, as commitment, resistance, solitude, and love.
ISTJ|A man's first bond is that which ties him into the national community.
ISTJ|I take great pleasure, every day, in seeing my work deeply rooted in our native soil.
ISTJ|Pay the most particular attention to the exact execution of ... duty.
ISTJ|Never imagine a thing to be done as long as it is not actually done.
ISTJ|A general must physically be at the head of the army, to set an example.
ISTJ|If I love a thing I must take care not to praise it before praise is deserved.
ISTJ|He personally commanded his army in war after war with such supreme skill that he became acclaimed as the greatest soldier of his time.
ISTJ|The right thing to do never requires any subterfuges; it is always simple and direct.
ISTJ|Surprisingly few men are lacking in capacity, but they fail because... they are too indolent to apply themselves with the seriousness and the attention that is necessary to solve important problems.
ISTJ|Coolidge's preference for experience over ideas was a deeply rooted trait.
ISTJ|He sought above all to instill his code of discipline, diligence, and responsibility.
ISTJ|I never say something I cannot do. And I always will do more than I can say.
ISTJ|To me, the most unhappy people in the world are the people ... in Palm Beach: Going to parties every night. Playing golf every afternoon, then bridge. They have no purpose.
ISTJ|Nixon is not an extrovert.
ISTJ|A man's rootage means more than his leafage.
ISTJ|Not all change is progress.
ISTJ|The facts of the case will always have the better of an argument.
ISTJ|Men grow by having responsibility laid upon them.
ISTJ|What every man seeks is satisfaction. He deceives himself so long as he imagines it to lie in self-indulgence.
ISTJ|For the good man, there is nothing better than owning an estate and tending to it, properly.
ISTJ|To neglect a detail ... is surely to neglect oneself; since in the hour of danger, one's life will depend on it.
ISTJ|Whatever you determine to be the right thing to do, endeavor to perform it with diligence.
ISTJ|To Xenophon self-discipline is important not just for itself, but because it enables a person not to be distracted by his appetites from doing his duty.
ISTJ|He is a quiet thinker; he doesn't trumpet his views, but a great deal of careful thought underpins his work.
ISTJ|I am courageous at the decisive moment. But I need a good deal of start-up time, and I try to take as much as possible into consideration beforehand.
ISTJ|She has won praise not by friendliness but by a quiet, no-frills stress on competence.
ISTJ|She is always better informed than anyone else.
ISTJ|She is so precise, with ... an eye for detail.
ISTJ|She has a sober approach: If in doubt, stick to the rules.
